Flagged Accounts,Customer Name,TDLinx Code,Address,City,State,Zip,Premise,Channel,Sub-Channel,Owner,Banner
FALSE,Raw Japanese Bistro & Sushi Bar,2070422,10742 Trinity Pkwy Ste D,Stockton,CA,95219,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Potions & Poisons,5515168,3514 W 8th St,Los Angeles,CA,90005,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Buena Vista Cafe,5233190,2765 Hyde St,San Francisco,CA,94109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Panchos,5248448,135 E Collins Ave,Orange,CA,92867,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Regal Bar,5510619,8344 La Mesa Blvd,La Mesa,CA,91942,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Mortons The Steakhouse,2287827,6250 Canoga Ave,Woodland Hills,CA,91367,On-Premise,Dining,Fine Dining,Landrys Inc,Mortons The Steakhouse
FALSE,Low Key Saloon,1908034,3848 Mchenry Ave Ste 370,Modesto,CA,95356,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Black Rabbit,2175611,2353 Pacific Ave Ste B,Stockton,CA,95204,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Paradiso,5256943,685 Bancroft Ave,San Leandro,CA,94577,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,The One Up,5246532,13625 Ventura Blvd,Sherman Oaks,CA,91423,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Las Casuelas,1776282,4120 Dale Rd Ste J2,Modesto,CA,95356,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Crystal Springs Gc,5243079,6650 Golf Course Dr,Burlingame,CA,94010,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,The Cinders Bar,5507024,5340 Auburn Blvd,Sacramento,CA,95841,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Oggis Sports Brewhouse & Pizza,2273378,19201 Bear Valley Rd Ste D,Apple Valley,CA,92308,On-Premise,Dining,Casual Dining,Independent,Oggis Sports Brewhouse & Pizza
FALSE,Peony Chinese BBQ,2053576,10058 Bruceville Rd,Elk Grove,CA,95757,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Harbor House,2227850,1000 Wilshire Blvd Ste 110,Los Angeles,CA,90017,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Herb & Sea,7695803,131 W D St,Encinitas,CA,92024,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Los Gallitos,5232659,223 N Franklin St,Fort Bragg,CA,95437,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Buffalo Wild Wings,3931250,4125 S Mooney Blvd,Visalia,CA,93277,On-Premise,Bar/Nightclub,Sports Bar,Inspire Brands Inc,Buffalo Wild Wings
FALSE,Chuck Wagon Bar & Cafe,5509051,1353 W 6th St,Corona,CA,92882,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Ortega 120,2054567,1814 S Pacific Coast Hwy,Redondo Beach,CA,90277,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Shotz Bar & Kitchen,5248360,1500 E La Habra Blvd,La Habra,CA,90631,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Uncle Yu Restaurant,1777694,39 S Livermore Ave,Livermore,CA,94550,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Blackbird Tavern,2516240,41958 5th St,Temecula,CA,92590,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Bluewater Grill,5507496,26700 Ynez Ct,Temecula,CA,92591,On-Premise,Dining,Polished Casual,Bluewater Grill LLC,Bluewater Grill
FALSE,Good Time Tavern,5523897,125 N Livermore Ave,Livermore,CA,94550,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Bix Restaurant,5225214,56 Gold St,San Francisco,CA,94133,On-Premise,Dining,Fine Dining,Real Restaurants,No Group Assignment
FALSE,Buffalo Wild Wings,3882849,12450 Day St,Moreno Valley,CA,92553,On-Premise,Bar/Nightclub,Sports Bar,Independent,Buffalo Wild Wings
FALSE,Kraken Bar & Restaurant,5235983,2531 S Coast Highway 101,Cardiff by the Sea,CA,92007,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Kincaids,5244555,60 Bay View Pl,Burlingame,CA,94010,On-Premise,Dining,Fine Dining,Landrys Inc,Kincaids
FALSE,Islands Fine Burgers & Drinks,5222920,2647 Pacific Coast Hwy,Torrance,CA,90505,On-Premise,Dining,Casual Dining,Island Restaurants,Islands Fine Burgers & Drinks
FALSE,Holbrooke Hotel,5219805,212 W Main St,Grass Valley,CA,95945,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,The Troubadour,5233658,9083 Santa Monica Blvd,West Hollywood,CA,90069,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Savannahs Old Town Saloon,3902326,20717 South St Ste B,Tehachapi,CA,93561,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Wongs Golden Palace,5222190,7126 University Ave,La Mesa,CA,91942,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,El Torito Grill,5230638,555 Pointe Dr,Brea,CA,92821,On-Premise,Dining,Casual Dining,Xperience Restaurant Group,El Torito Grill
FALSE,Socals Tavern,5236998,5200 Folsom Blvd,Sacramento,CA,95819,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Damian,7852094,2132 E 7th Pl,Los Angeles,CA,90021,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Last Word,7298957,2470 1st St,Livermore,CA,94550,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Spinnakers,5225442,100 Spinnaker Dr,Sausalito,CA,94965,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Galley At The Marina,5262416,550 Marina Pkwy Ste B,Chula Vista,CA,91910,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Goose & Gander,1639056,1245 Spring St,Saint Helena,CA,94574,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Hotel Nikko,5218094,222 Mason St,San Francisco,CA,94102,On-Premise,Lodging,Luxury Lodging,Preferred Hotels & Resorts,No Group Assignment
FALSE,Prince O Whales Tavern,5233100,335 Culver Blvd,Playa del Rey,CA,90293,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Saddle Room,5238507,1607 Woodside Rd,Redwood City,CA,94061,On-Premise,Bar/Nightclub,Country Western,Independent,No Group Assignment
FALSE,Lumberyard Restaurant,2912155,384 Forest Ave,Laguna Beach,CA,92651,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Sportsman Bar,5237234,2368 Pruneridge Ave,Santa Clara,CA,95050,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Valencia Club,5254383,2162 Taylor Rd,Penryn,CA,95663,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Vic Stewarts,3188831,2270 Balfour Rd,Brentwood,CA,94513,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Benihana,5229579,21327 Hawthorne Blvd,Torrance,CA,90503,On-Premise,Dining,Casual Dining,Benihana Incorporated,Benihana
FALSE,Acapulco Mexican Restaurant,5500208,1262 Bristol St,Costa Mesa,CA,92626,On-Premise,Dining,Casual Dining,Xperience Restaurant Group,Acapulco Mexican Restaurant
FALSE,Viceroy Hotel,5219921,1819 Ocean Ave,Santa Monica,CA,90401,On-Premise,Lodging,Luxury Lodging,Viceroy Hotel Group,Viceroy Hotel
FALSE,Quality Bourbons & Barbecue,5256215,216 Castro St,Mountain View,CA,94041,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Wellesbourne,5261935,10929 W Pico Blvd,Los Angeles,CA,90064,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Applebees Grill & Bar,5224018,3030 Plaza Bonita Rd,National City,CA,91950,On-Premise,Dining,Casual Dining,Flynn Restaurant Group,Applebees Grill & Bar
FALSE,The Sea,1657306,4269 El Camino Real,Palo Alto,CA,94306,On-Premise,Dining,Fine Dining,Alexanders Steakhouse Group,No Group Assignment
FALSE,Sands Hotel & Spa,7581286,44985 Province Way,Indian Wells,CA,92210,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Rosies Cafe,5244729,571 N Lake Blvd,Tahoe City,CA,96145,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Welcome Inn,5219623,148 E Redwood Ave,Fort Bragg,CA,95437,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Cheesecake Factory,2125391,3525 Tyler St,Riverside,CA,92503,On-Premise,Dining,Polished Casual,Cheesecake Factory Inc,Cheesecake Factory
FALSE,Desert Room,5248793,1006 W Gardena Blvd,Gardena,CA,90247,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Wilfreds Lounge,7207312,967 1st St,Napa,CA,94559,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Sean Finnegans Pub,5246023,1030 2nd St,Sacramento,CA,95814,On-Premise,Bar/Nightclub,Irish Pub,Independent,No Group Assignment
FALSE,Dicks Place,5243681,45070 Main St,Mendocino,CA,95460,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Casa Orinda,5256191,20 Bryant Way,Orinda,CA,94563,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Instant Replay Cocktail,5235758,21927 Saticoy St,Canoga Park,CA,91304,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Chestnut Club,5247040,1348 14th St,Santa Monica,CA,90404,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Ellis Great American Restaurant,5224721,1250 S Main St,Salinas,CA,93901,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Texas Roadhouse,7582957,3203 Ming Ave,Bakersfield,CA,93304,On-Premise,Dining,Casual Dining,Texas Roadhouse Inc,Texas Roadhouse
FALSE,Basin 141,5235812,2265 Honolulu Ave,Montrose,CA,91020,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Bay Bar,5246100,209 Esplanade,Capitola,CA,95010,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Salsa & Beer,5514353,12516 Vanowen St,North Hollywood,CA,91605,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Bobby Vs,5235917,10624 Katella Ave,Anaheim,CA,92804,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Harrys Sports Bar & Grill,5224398,125 S Main Ave,Fallbrook,CA,92028,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Mezcalito,5255518,2323 Polk St,San Francisco,CA,94109,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Office,3812082,1748 El Camino Real,San Carlos,CA,94070,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Tonys,5522936,2017 E 7th St,Los Angeles,CA,90021,On-Premise,Bar/Nightclub,Neighborhood Bar,Pouring With Heart,No Group Assignment
FALSE,Lilly Macs,5238406,187 S Murphy Ave,Sunnyvale,CA,94086,On-Premise,Bar/Nightclub,Irish Pub,Independent,No Group Assignment
FALSE,Silver Dollar Saloon,5258493,330 1st St,Marysville,CA,95901,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Public Bar,7603296,5959 Shellmound St Ste 210,Emeryville,CA,94608,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Social House Kitchen & Bar,1758362,9440 Hageman Rd Ste C,Bakersfield,CA,93312,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Meadowood Resort,5241073,900 Meadowood Ln,Saint Helena,CA,94574,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Las Palmas Supper Club,5226709,8060 Florence Ave Ste 100,Downey,CA,90240,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Friends & Family,7818390,468 25th St,Oakland,CA,94612,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Wood Ranch BBQ & Grill,3934192,501 Spectrum Center Dr,Irvine,CA,92618,On-Premise,Dining,Casual Dining,Wood Ranch BBQ & Grill Inc,Wood Ranch BBQ & Grill
FALSE,The Vault,3741216,555 California St,San Francisco,CA,94104,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Doubletree Hotel,5217866,2050 Gateway Pl,San Jose,CA,95110,On-Premise,Lodging,Full Service Lodging,Park Hotels & Resorts Inc,Doubletree Hotel
FALSE,First Edition,7698404,1915 Broadway,Oakland,CA,94612,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Porta Via Cafe,5517781,424 N Canon Dr,Beverly Hills,CA,90210,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Good Nite,5235607,10721 Burbank Blvd,North Hollywood,CA,91601,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Buckys,5241466,101 South Blvd,San Mateo,CA,94402,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Miners Ranch Saloon,5236941,5250 Olive Hwy,Oroville,CA,95966,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Trader Sams,5255614,6150 Geary Blvd,San Francisco,CA,94121,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Five A Five Steak & Lounge,1872698,244 Jackson St,San Francisco,CA,94111,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Massilia,5261679,1445 4th St,Santa Monica,CA,90401,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Grass Skirt,5222614,910 Grand Ave Ste 101,San Diego,CA,92109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Local Kitchen,3837383,1321 Sartori Ave,Torrance,CA,90501,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Rabbit Hole,7202190,3377 Adams Ave,San Diego,CA,92116,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Silvers At The Wharf,5225781,32260 N Harbor Dr,Fort Bragg,CA,95437,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Grunions Surf City Bar & Grill,5240022,1501 N Sepulveda Blvd,Manhattan Beach,CA,90266,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Garlic Brothers,5254923,6629 Embarcadero Dr,Stockton,CA,95219,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Crepevine,7576468,1133 4th St,San Rafael,CA,94901,On-Premise,Dining,Casual Dining,Crepevine Restaurants,Crepevine
FALSE,Peppone Restaurant,5222295,11628 Barrington Ct,Los Angeles,CA,90049,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Rodeo Bar,7846150,12885 Beach Blvd Ste 25,Stanton,CA,90680,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Sand Bar,7867178,2418 Broadway,Oakland,CA,94612,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Anthonys Lounge & Restaurant,2140158,24630 Washington Ave Ste 100,Murrieta,CA,92562,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Freds Place,5237960,2534 Old Middlefield Way,Mountain View,CA,94043,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Casa Corona,5232665,1724 W Bullard Ave,Fresno,CA,93711,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Marriott Hotels & Resorts,5218030,350 Calle Principal,Monterey,CA,93940,On-Premise,Lodging,Luxury Lodging,Marriott International Inc,Marriott Hotels & Resorts
FALSE,Stooges,5237958,105 W Pine St,Lodi,CA,95240,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Fifth,7461192,1650 S Harbor Blvd,Anaheim,CA,92802,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Perla Azul,5230631,151 W Whittier Blvd,La Habra,CA,90631,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Fridas Mexican,5244457,1533 Trancas St,Napa,CA,94558,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Virginia Country Club,5240919,4602 N Virginia Rd,Long Beach,CA,90807,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Take 5,5235772,2244 Pickwick Dr,Camarillo,CA,93010,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Front & Cooper Bar,2093290,725 Front St Ste 101,Santa Cruz,CA,95060,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,BJs Restaurant & Brewhouse,5223721,6424 Canoga Ave,Woodland Hills,CA,91367,On-Premise,Dining,Casual Dining,BJs Restaurants Inc,BJs Restaurant & Brewhouse
FALSE,Lamppost Pizza,1860172,15 Main St Ste 100,Vista,CA,92083,On-Premise,Dining,Fast Casual,Lamppost Pizza Inc,Lamppost Pizza
FALSE,J Tranis Ristorante,5261454,584 W 9th St,San Pedro,CA,90731,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Maxs Bistro & Bar,5245249,1784 W Bullard Ave,Fresno,CA,93711,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Tonga Hut,5246552,12808 Victory Blvd,North Hollywood,CA,91606,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Black Watch,5255811,141 N Santa Cruz Ave,Los Gatos,CA,95030,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Hyatt Regency,5218672,880 S Westlake Blvd,Westlake Village,CA,91361,On-Premise,Lodging,Full Service Lodging,Dimension Development Company,Hyatt Regency
FALSE,Eureka,7645470,6021 Innovation Way Ste 110,Carlsbad,CA,92009,On-Premise,Dining,Polished Casual,Eureka Restaurant Group,Eureka
FALSE,Union,5225816,2053 Montgomery St,Oroville,CA,95965,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Cheesecake Factory,1863180,120 Brea Mall,Brea,CA,92821,On-Premise,Dining,Polished Casual,Cheesecake Factory Inc,Cheesecake Factory
FALSE,Brix Restaurant,5243910,7377 Saint Helena Hwy,Napa,CA,94558,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Cheesecake Factory,5224147,600 Spectrum Center Dr,Irvine,CA,92618,On-Premise,Dining,Polished Casual,Cheesecake Factory Inc,Cheesecake Factory
FALSE,Hatchet Hall,5222629,12517 W Washington Blvd,Los Angeles,CA,90066,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,The Britisher,5249968,849 W Avenue I,Lancaster,CA,93534,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Bankers Casino,5243155,111 Monterey St,Salinas,CA,93901,On-Premise,Recreation,Casino/Gambling,Independent,No Group Assignment
FALSE,3910 Lounge,5524423,3910 Geary Blvd,San Francisco,CA,94118,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Starline Social Club,7394571,645 W Grand Ave,Oakland,CA,94612,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Gigis,5234384,2493 Grand Ave,Ventura,CA,93003,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Primos Restaurant & Tequila,7806024,222 W River Rd Ste G,Ripon,CA,95366,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Kv Noodle,7873076,1162 William Ct Ste 45,San Jose,CA,95116,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,The Slip Bar & Eatery,5507120,120 Internatl Boardwalk,Redondo Beach,CA,90277,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Empire Bowl,5240507,940 W Colton Ave,Redlands,CA,92374,On-Premise,Recreation,Billiard/Bowling/Arcade,Independent,No Group Assignment
FALSE,Royal Lounge,5233531,210 S Glendora Ave,West Covina,CA,91790,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Flemings Prime Steakhouse,2002916,639 E Shaw Ave Ste 149,Fresno,CA,93710,On-Premise,Dining,Fine Dining,Bloomin Brands,Flemings Prime Steakhouse
FALSE,Offshore Sports Grill,5261882,2253 Morena Blvd,San Diego,CA,92110,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Shaker Mill,3810333,418 State St Ste A,Santa Barbara,CA,93101,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,San Luis Obispo Golf,5259712,255 Country Club Dr,San Luis Obispo,CA,93401,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Saint Stephens Green,5233311,223 Castro St,Mountain View,CA,94041,On-Premise,Bar/Nightclub,Irish Pub,Independent,No Group Assignment
FALSE,Goosetown Lounge,1605702,1072 Lincoln Ave,San Jose,CA,95125,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Chi Chi Club,5230590,111 Sumner Ave,Avalon,CA,90704,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Cellar French Cuisine,992434,305 N Harbor Blvd Ste 214,Fullerton,CA,92832,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Onyx Cafe,5238488,116 Main St,Roseville,CA,95678,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Bottle & Barlow,7410306,1120 R St,Sacramento,CA,95811,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Slapfish,7412313,200 World Way Ste 8,Los Angeles,CA,90045,On-Premise,Dining,Casual Dining,Jackmont Hospitality,Slapfish
FALSE,Duceys On The Lake,1608125,39255 Marina Dr,Bass Lake,CA,93604,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,La Spiga Ristorante,2584580,72557 Highway 111,Palm Desert,CA,92260,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,La Calenda,5243431,6518 Washington St,Yountville,CA,94599,On-Premise,Dining,Casual Dining,Thomas Keller Restaurant Group,No Group Assignment
FALSE,Crocodiles,5252932,1745 Prescott Rd,Modesto,CA,95350,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,El Pescador,5224264,636 N Euclid Ave,Ontario,CA,91762,On-Premise,Dining,Casual Dining,Independent,El Pescador
FALSE,The Grant Bar,7886980,3515 Eagle Rock Blvd,Los Angeles,CA,90065,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Clubhouse Grille & Spirits,5251565,2053 E Orangethorpe Ave Ste 7,Placentia,CA,92870,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,P F Changs China Bistro,1877239,7870 Monticello Ave,Rancho Cucamonga,CA,91739,On-Premise,Dining,Polished Casual,P F Changs,P F Changs China Bistro
FALSE,Kilowatt Brewing,7904922,7576 Clairemont Mesa Blvd,San Diego,CA,92111,On-Premise,Other On-Premise,Wineries/Vineyards,Independent,No Group Assignment
FALSE,Trattoria Don Pietro,1959619,2415 San Diego Ave Ste 109,San Diego,CA,92110,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Wedgewood Wedding & Banquet Ctr,7818976,10627 Old River School Rd,Downey,CA,90241,On-Premise,Caterer,Banquet hall,Wedgewood Wedding & Banquet Ctr,Wedgewood Wedding & Banquet Ctr
FALSE,Phone Booth,5258754,1398 S Van Ness Ave,San Francisco,CA,94110,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,North Italia,7620279,3715 Caminito Ct Ste 680,San Diego,CA,92130,On-Premise,Dining,Polished Casual,Cheesecake Factory Inc,North Italia
FALSE,BJs Restaurant & Brewhouse,5224368,5500 Grossmont Center Dr,La Mesa,CA,91942,On-Premise,Dining,Casual Dining,BJs Restaurants Inc,BJs Restaurant & Brewhouse
FALSE,Benihana,5229596,3760 Inland Empire Blvd,Ontario,CA,91764,On-Premise,Dining,Casual Dining,Benihana Incorporated,Benihana
FALSE,The Canyon Cowboy,5251505,31504 Railroad Canyon Rd,Menifee,CA,92587,On-Premise,Bar/Nightclub,Irish Pub,Independent,No Group Assignment
FALSE,Tequilas Restaurant,5230500,4310 W Magnolia Blvd,Burbank,CA,91505,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Butter,5234369,354 11th St,San Francisco,CA,94103,On-Premise,Bar/Nightclub,Premium Nightclub,Independent,No Group Assignment
FALSE,Zinque,7690714,2101 Kettner Blvd,San Diego,CA,92101,On-Premise,Dining,Casual Dining,Zinque Inc,Zinque
FALSE,Jackalope Sports Bars,5260973,1092 Post St,San Francisco,CA,94109,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Mos Place,5514853,203 Culver Blvd,Playa del Rey,CA,90293,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Applebees Grill & Bar,1606920,12044 Amargosa Rd,Victorville,CA,92392,On-Premise,Dining,Casual Dining,Flynn Restaurant Group,Applebees Grill & Bar
FALSE,Tahoe Joes,5233073,9000 Ming Ave Ste P,Bakersfield,CA,93311,On-Premise,Dining,Casual Dining,BBQ Holdings Inc,Tahoe Joes
FALSE,Dog House,5255434,130 El Camino Real,San Bruno,CA,94066,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Little Club,5236047,132 Orange Ave,Coronado,CA,92118,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Echo,5222901,1822 W Sunset Blvd,Los Angeles,CA,90026,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Sports & Spirits,5520916,6633 Ming Ave,Bakersfield,CA,93309,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Little Sister,7870543,896 Spectrum Center Dr,Irvine,CA,92618,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Stadium Brewing,5251767,26731 Aliso Creek Rd,Aliso Viejo,CA,92656,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Bowlmor Lanes,2073701,2405 Park Ave,Tustin,CA,92782,On-Premise,Recreation,Billiard/Bowling/Arcade,Bowlero Corporation,Bowlmor Lanes
FALSE,Oakdale Golf & Country Club,5233034,243 N Stearns Rd,Oakdale,CA,95361,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Stockman Club,5237981,10219 Fair Oaks Blvd,Fair Oaks,CA,95628,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
